"","id","duration","start_station_name","end_station_name","start_station_id","end_station_id","trip_status"
"277",381342,145,"Mechanics Plaza (Market at Battery)","Mechanics Plaza (Market at Battery)",75,75,"cancelled"
"278",381273,161,"Powell at Post (Union Square)","Powell at Post (Union Square)",71,71,"cancelled"
"279",380912,83,"Castro Street and El Camino Real","Castro Street and El Camino Real",32,32,"cancelled"
"280",380584,60,"Castro Street and El Camino Real","Castro Street and El Camino Real",32,32,"cancelled"
"281",380498,67,"Grant Avenue at Columbus Avenue","Grant Avenue at Columbus Avenue",73,73,"cancelled"
"282",380231,88,"Market at Sansome","Market at Sansome",77,77,"cancelled"
"283",380026,171,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"284",379667,121,"Washington at Kearny","Washington at Kearny",46,46,"cancelled"
"285",379466,132,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"286",378420,100,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"287",377777,118,"Mechanics Plaza (Market at Battery)","Mechanics Plaza (Market at Battery)",75,75,"cancelled"
"288",376936,100,"Davis at Jackson","Davis at Jackson",42,42,"cancelled"
"289",376699,101,"Grant Avenue at Columbus Avenue","Grant Avenue at Columbus Avenue",73,73,"cancelled"
"290",376698,108,"Grant Avenue at Columbus Avenue","Grant Avenue at Columbus Avenue",73,73,"cancelled"
"291",376560,114,"Broadway St at Battery St","Broadway St at Battery St",82,82,"cancelled"
"292",376352,82,"Paseo de San Antonio","Paseo de San Antonio",7,7,"cancelled"
"293",376204,80,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"294",372630,67,"Clay at Battery","Clay at Battery",41,41,"cancelled"
"295",372314,63,"SJSU - San Salvador at 9th","SJSU - San Salvador at 9th",16,16,"cancelled"
"296",371977,72,"Market at 10th","Market at 10th",67,67,"cancelled"
"297",371573,73,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"298",371186,161,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"299",371048,63,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"300",370872,82,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"301",370852,76,"Embarcadero at Vallejo","Embarcadero at Vallejo",48,48,"cancelled"
"302",370850,147,"Embarcadero at Vallejo","Embarcadero at Vallejo",48,48,"cancelled"
"303",370656,80,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"304",370513,115,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"305",369931,107,"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",55,55,"cancelled"
"306",369909,69,"Spear at Folsom","Spear at Folsom",49,49,"cancelled"
"307",369545,144,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"308",369264,142,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"309",369128,73,"Grant Avenue at Columbus Avenue","Grant Avenue at Columbus Avenue",73,73,"cancelled"
"310",369120,145,"Commercial at Montgomery","Commercial at Montgomery",45,45,"cancelled"
"311",369068,167,"Castro Street and El Camino Real","Castro Street and El Camino Real",32,32,"cancelled"
"312",368785,164,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"313",368498,64,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"314",368161,160,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"315",366075,97,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"316",365458,72,"Yerba Buena Center of the Arts (3rd @ Howard)","Yerba Buena Center of the Arts (3rd @ Howard)",68,68,"cancelled"
"317",363454,65,"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",55,55,"cancelled"
"318",362788,60,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"319",362685,68,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"320",362449,85,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"321",362273,122,"Market at 10th","Market at 10th",67,67,"cancelled"
"322",361865,124,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"323",361584,152,"South Van Ness at Market","South Van Ness at Market",66,66,"cancelled"
"324",361379,168,"Palo Alto Caltrain Station","Palo Alto Caltrain Station",34,34,"cancelled"
"325",360744,73,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"326",360471,68,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"327",360102,75,"Spear at Folsom","Spear at Folsom",49,49,"cancelled"
"328",360073,140,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"329",358911,82,"Redwood City Public Library","Redwood City Public Library",24,24,"cancelled"
"330",358605,61,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"331",358195,115,"Mechanics Plaza (Market at Battery)","Mechanics Plaza (Market at Battery)",75,75,"cancelled"
"332",357966,118,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"333",355819,115,"SJSU 4th at San Carlos","SJSU 4th at San Carlos",12,12,"cancelled"
"334",355410,115,"Mechanics Plaza (Market at Battery)","Mechanics Plaza (Market at Battery)",75,75,"cancelled"
"335",354472,124,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"336",354444,97,"Davis at Jackson","Davis at Jackson",42,42,"cancelled"
"337",354287,73,"Grant Avenue at Columbus Avenue","Grant Avenue at Columbus Avenue",73,73,"cancelled"
"338",353955,95,"Market at 4th","Market at 4th",76,76,"cancelled"
"339",353765,62,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"340",353684,98,"Market at 10th","Market at 10th",67,67,"cancelled"
"341",353374,67,"Mechanics Plaza (Market at Battery)","Mechanics Plaza (Market at Battery)",75,75,"cancelled"
"342",352973,84,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"343",352936,104,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"344",352741,62,"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",55,55,"cancelled"
"345",352572,104,"Paseo de San Antonio","Paseo de San Antonio",7,7,"cancelled"
"346",352169,169,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"347",352099,68,"Mechanics Plaza (Market at Battery)","Mechanics Plaza (Market at Battery)",75,75,"cancelled"
"348",352094,137,"Redwood City Caltrain Station","Redwood City Caltrain Station",22,22,"cancelled"
"349",352036,104,"Beale at Market","Beale at Market",56,56,"cancelled"
"350",351951,115,"University and Emerson","University and Emerson",35,35,"cancelled"
"351",351711,119,"Washington at Kearny","Washington at Kearny",46,46,"cancelled"
"352",351551,130,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"353",351540,171,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"354",351174,128,"Commercial at Montgomery","Commercial at Montgomery",45,45,"cancelled"
"355",350760,64,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"356",350599,133,"SJSU 4th at San Carlos","SJSU 4th at San Carlos",12,12,"cancelled"
"357",350523,158,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"358",350302,139,"San Francisco City Hall","San Francisco City Hall",58,58,"cancelled"
"359",348975,162,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"360",348468,95,"San Mateo County Center","San Mateo County Center",23,23,"cancelled"
"361",347798,61,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"362",344472,114,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"363",344450,81,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"364",344383,109,"Commercial at Montgomery","Commercial at Montgomery",45,45,"cancelled"
"365",344218,102,"Washington at Kearny","Washington at Kearny",46,46,"cancelled"
"366",344094,72,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"367",343996,69,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"368",343925,101,"San Jose Diridon Caltrain Station","San Jose Diridon Caltrain Station",2,2,"cancelled"
"369",343771,70,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"370",343567,113,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"371",343456,64,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"372",343349,165,"California Ave Caltrain Station","California Ave Caltrain Station",36,36,"cancelled"
"373",343277,69,"San Jose City Hall","San Jose City Hall",10,10,"cancelled"
"374",343176,166,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"375",343175,178,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"376",343072,101,"Beale at Market","Beale at Market",56,56,"cancelled"
"377",342954,115,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"378",342931,82,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"379",341966,133,"Embarcadero at Folsom","Embarcadero at Folsom",51,51,"cancelled"
"380",341663,82,"Yerba Buena Center of the Arts (3rd @ Howard)","Yerba Buena Center of the Arts (3rd @ Howard)",68,68,"cancelled"
"381",341495,109,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"382",341122,74,"South Van Ness at Market","South Van Ness at Market",66,66,"cancelled"
"383",340859,122,"Grant Avenue at Columbus Avenue","Grant Avenue at Columbus Avenue",73,73,"cancelled"
"384",340214,135,"Market at Sansome","Market at Sansome",77,77,"cancelled"
"385",339326,66,"Palo Alto Caltrain Station","Palo Alto Caltrain Station",34,34,"cancelled"
"386",339173,129,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"387",339052,82,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"388",338716,100,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"389",338661,67,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"390",337907,92,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"391",337782,65,"San Jose Diridon Caltrain Station","San Jose Diridon Caltrain Station",2,2,"cancelled"
"392",337101,144,"Davis at Jackson","Davis at Jackson",42,42,"cancelled"
"393",337040,119,"Embarcadero at Folsom","Embarcadero at Folsom",51,51,"cancelled"
"394",335861,142,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"395",335857,153,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"396",335844,60,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"397",334921,156,"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",55,55,"cancelled"
"398",334622,86,"Mountain View Caltrain Station","Mountain View Caltrain Station",28,28,"cancelled"
"399",334371,152,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"400",334313,144,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"401",333981,104,"Market at 4th","Market at 4th",76,76,"cancelled"
"402",333960,103,"Market at 4th","Market at 4th",76,76,"cancelled"
"403",333844,168,"Washington at Kearny","Washington at Kearny",46,46,"cancelled"
"404",333595,130,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"405",333215,67,"SJSU - San Salvador at 9th","SJSU - San Salvador at 9th",16,16,"cancelled"
"406",332961,66,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"407",331918,82,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"408",331195,91,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"409",330840,79,"Palo Alto Caltrain Station","Palo Alto Caltrain Station",34,34,"cancelled"
"410",330309,154,"Evelyn Park and Ride","Evelyn Park and Ride",30,30,"cancelled"
"411",330130,177,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"412",330099,83,"Embarcadero at Vallejo","Embarcadero at Vallejo",48,48,"cancelled"
"413",329734,177,"Market at 10th","Market at 10th",67,67,"cancelled"
"414",329580,66,"University and Emerson","University and Emerson",35,35,"cancelled"
"415",329502,66,"Market at Sansome","Market at Sansome",77,77,"cancelled"
"416",329263,109,"2nd at Folsom","2nd at Folsom",62,62,"cancelled"
"417",328091,75,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"418",326559,168,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"419",326126,84,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"420",326010,61,"Commercial at Montgomery","Commercial at Montgomery",45,45,"cancelled"
"421",325463,70,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"422",324936,68,"Cowper at University","Cowper at University",37,37,"cancelled"
"423",324325,61,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"424",324025,160,"Yerba Buena Center of the Arts (3rd @ Howard)","Yerba Buena Center of the Arts (3rd @ Howard)",68,68,"cancelled"
"425",323841,76,"Yerba Buena Center of the Arts (3rd @ Howard)","Yerba Buena Center of the Arts (3rd @ Howard)",68,68,"cancelled"
"426",323341,125,"Market at 10th","Market at 10th",67,67,"cancelled"
"427",323016,92,"Evelyn Park and Ride","Evelyn Park and Ride",30,30,"cancelled"
"428",322786,72,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"429",322396,154,"Mechanics Plaza (Market at Battery)","Mechanics Plaza (Market at Battery)",75,75,"cancelled"
"430",322176,102,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"431",321159,64,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"432",320873,136,"SJSU - San Salvador at 9th","SJSU - San Salvador at 9th",16,16,"cancelled"
"433",319962,129,"Paseo de San Antonio","Paseo de San Antonio",7,7,"cancelled"
"434",319259,68,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"435",318992,102,"San Jose Diridon Caltrain Station","San Jose Diridon Caltrain Station",2,2,"cancelled"
"436",318967,82,"Redwood City Public Library","Redwood City Public Library",24,24,"cancelled"
"437",317774,104,"5th at Howard","5th at Howard",57,57,"cancelled"
"438",317135,81,"Broadway St at Battery St","Broadway St at Battery St",82,82,"cancelled"
"439",315209,91,"SJSU 4th at San Carlos","SJSU 4th at San Carlos",12,12,"cancelled"
"440",314762,129,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"441",314750,163,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"442",314677,66,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"443",314471,71,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"444",313970,152,"Mechanics Plaza (Market at Battery)","Mechanics Plaza (Market at Battery)",75,75,"cancelled"
"445",313474,112,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"446",313345,70,"San Jose Civic Center","San Jose Civic Center",3,3,"cancelled"
"447",312777,120,"Grant Avenue at Columbus Avenue","Grant Avenue at Columbus Avenue",73,73,"cancelled"
"448",312214,126,"Market at 4th","Market at 4th",76,76,"cancelled"
"449",311841,65,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"450",311450,157,"Embarcadero at Vallejo","Embarcadero at Vallejo",48,48,"cancelled"
"451",311359,95,"Market at 4th","Market at 4th",76,76,"cancelled"
"452",310914,76,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"453",310532,124,"Embarcadero at Vallejo","Embarcadero at Vallejo",48,48,"cancelled"
"454",310001,134,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"455",309883,69,"Santa Clara County Civic Center","Santa Clara County Civic Center",80,80,"cancelled"
"456",309804,99,"Spear at Folsom","Spear at Folsom",49,49,"cancelled"
"457",308734,123,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"458",308592,66,"2nd at Folsom","2nd at Folsom",62,62,"cancelled"
"459",308587,102,"2nd at Folsom","2nd at Folsom",62,62,"cancelled"
"460",308366,69,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"461",308033,66,"Embarcadero at Folsom","Embarcadero at Folsom",51,51,"cancelled"
"462",307926,85,"Mountain View Caltrain Station","Mountain View Caltrain Station",28,28,"cancelled"
"463",306877,73,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"464",306110,137,"Yerba Buena Center of the Arts (3rd @ Howard)","Yerba Buena Center of the Arts (3rd @ Howard)",68,68,"cancelled"
"465",305977,84,"Market at 4th","Market at 4th",76,76,"cancelled"
"466",305806,75,"Powell at Post (Union Square)","Powell at Post (Union Square)",71,71,"cancelled"
"467",305723,62,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"468",305672,118,"Market at Sansome","Market at Sansome",77,77,"cancelled"
"469",305546,107,"Market at Sansome","Market at Sansome",77,77,"cancelled"
"470",305545,145,"Market at Sansome","Market at Sansome",77,77,"cancelled"
"471",304933,102,"5th at Howard","5th at Howard",57,57,"cancelled"
"472",304840,63,"University and Emerson","University and Emerson",35,35,"cancelled"
"473",304228,64,"Market at 4th","Market at 4th",76,76,"cancelled"
"474",302876,169,"Embarcadero at Vallejo","Embarcadero at Vallejo",48,48,"cancelled"
"475",301625,96,"Santa Clara County Civic Center","Santa Clara County Civic Center",80,80,"cancelled"
"476",301483,157,"Davis at Jackson","Davis at Jackson",42,42,"cancelled"
"477",299569,71,"Mechanics Plaza (Market at Battery)","Mechanics Plaza (Market at Battery)",75,75,"cancelled"
"478",299438,75,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"479",299073,121,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"480",298396,167,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"481",297935,72,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"482",297172,115,"Clay at Battery","Clay at Battery",41,41,"cancelled"
"483",296833,111,"Cowper at University","Cowper at University",37,37,"cancelled"
"484",296408,63,"5th at Howard","5th at Howard",57,57,"cancelled"
"485",296241,71,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"486",296201,72,"San Antonio Shopping Center","San Antonio Shopping Center",31,31,"cancelled"
"487",296143,109,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"488",294403,95,"Market at 4th","Market at 4th",76,76,"cancelled"
"489",294291,86,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"490",293764,106,"Washington at Kearny","Washington at Kearny",46,46,"cancelled"
"491",293518,71,"Yerba Buena Center of the Arts (3rd @ Howard)","Yerba Buena Center of the Arts (3rd @ Howard)",68,68,"cancelled"
"492",292903,101,"University and Emerson","University and Emerson",35,35,"cancelled"
"493",291949,67,"Market at 10th","Market at 10th",67,67,"cancelled"
"494",291473,80,"Market at 10th","Market at 10th",67,67,"cancelled"
"495",290642,162,"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",55,55,"cancelled"
"496",290467,71,"Post at Kearny","Post at Kearny",47,47,"cancelled"
"497",290162,165,"2nd at Folsom","2nd at Folsom",62,62,"cancelled"
"498",289781,169,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"499",289457,136,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"500",289037,168,"Spear at Folsom","Spear at Folsom",49,49,"cancelled"
"501",288952,128,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"502",288760,107,"Embarcadero at Folsom","Embarcadero at Folsom",51,51,"cancelled"
"503",288691,125,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"504",288105,148,"Washington at Kearny","Washington at Kearny",46,46,"cancelled"
"505",288104,85,"Washington at Kearny","Washington at Kearny",46,46,"cancelled"
"506",287923,92,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"507",287774,83,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"508",287092,96,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"509",286897,110,"University and Emerson","University and Emerson",35,35,"cancelled"
"510",286523,154,"Evelyn Park and Ride","Evelyn Park and Ride",30,30,"cancelled"
"511",286070,103,"Clay at Battery","Clay at Battery",41,41,"cancelled"
"512",285544,94,"Clay at Battery","Clay at Battery",41,41,"cancelled"
"513",285052,71,"Beale at Market","Beale at Market",56,56,"cancelled"
"514",284638,60,"Market at 10th","Market at 10th",67,67,"cancelled"
"515",284451,118,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"516",284299,111,"Washington at Kearny","Washington at Kearny",46,46,"cancelled"
"517",283927,96,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"518",283786,131,"Market at Sansome","Market at Sansome",77,77,"cancelled"
"519",282184,125,"Powell at Post (Union Square)","Powell at Post (Union Square)",71,71,"cancelled"
"520",281807,109,"South Van Ness at Market","South Van Ness at Market",66,66,"cancelled"
"521",281042,73,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"522",280602,85,"Market at 10th","Market at 10th",67,67,"cancelled"
"523",280089,75,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"524",279584,74,"Redwood City Public Library","Redwood City Public Library",24,24,"cancelled"
"525",279488,135,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"526",279373,130,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"527",279347,94,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"528",279246,64,"Embarcadero at Vallejo","Embarcadero at Vallejo",48,48,"cancelled"
"529",278460,140,"Market at 4th","Market at 4th",76,76,"cancelled"
"530",278384,134,"Market at 4th","Market at 4th",76,76,"cancelled"
"531",277755,145,"Ryland Park","Ryland Park",84,84,"cancelled"
"532",277534,118,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"533",277504,99,"Embarcadero at Folsom","Embarcadero at Folsom",51,51,"cancelled"
"534",277198,114,"San Jose City Hall","San Jose City Hall",10,10,"cancelled"
"535",277157,101,"Mechanics Plaza (Market at Battery)","Mechanics Plaza (Market at Battery)",75,75,"cancelled"
"536",276039,133,"Beale at Market","Beale at Market",56,56,"cancelled"
"537",275629,91,"Market at 10th","Market at 10th",67,67,"cancelled"
"538",275628,91,"Market at 10th","Market at 10th",67,67,"cancelled"
"539",275326,95,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"540",274634,61,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"541",274516,143,"Davis at Jackson","Davis at Jackson",42,42,"cancelled"
"542",273733,87,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"543",272822,99,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"544",272807,95,"Washington at Kearny","Washington at Kearny",46,46,"cancelled"
"545",272103,120,"Embarcadero at Folsom","Embarcadero at Folsom",51,51,"cancelled"
